15349,-1.0067,2.5144,-1.2562,-0.3501,0.991678
16250,0.6271,1.1616,-0.6419,0.4609,0.999528
16252,0.5942,-1.3030,-0.6872,0.4833,0.999476
16270,-1.8484,1.2117,-0.6368,0.5557,0.997658
16272,-1.8312,-1.2853,-0.6489,0.5659,0.997315
16439,1.5782,1.7922,-1.4676,-0.3414,0.991359
16441,1.6717,-0.9027,-1.4335,-0.4099,0.997423
16459,-0.8403,1.7943,-1.3994,-0.3592,0.997141
16461,-0.9012,-0.7587,-1.3795,-0.3558,0.999146
16545,0.8725,2.0589,-0.9964,0.0521,0.994745
16546,-1.7117,2.0907,-0.8569,-0.0739,0.991939
16585,1.5193,0.0614,-1.2416,-0.4579,0.999461
16586,-0.8920,0.0268,-1.2365,-0.3799,0.999453
16777,-0.0906,1.9375,-1.1739,-0.3932,0.993524
16902,0.6160,1.6782,-1.4741,-0.3140,0.996397
16903,-1.9405,1.8370,-1.4820,-0.3044,0.993006
17281,0.5327,1.5942,-0.8813,0.1374,0.998609
17301,-1.8444,1.7132,-0.9030,0.1540,0.994294
17596,-0.0593,1.6380,-1.6171,-0.6639,0.992569
17782,0.9686,-0.3158,-0.9398,-0.0735,0.999688
17783,-1.5476,-0.4007,-0.8489,-0.0779,0.999503
17887,0.3547,0.6025,-0.9942,-0.0141,0.999174
17888,-2.1324,0.5248,-1.1274,-0.1689,0.993392
17889,0.3889,-2.0511,-1.0801,-0.0021,0.996610
17929,-0.1006,-0.7791,-1.6812,-0.8686,0.990972
17972,0.9313,0.9795,-0.9601,0.1151,0.999667
17974,1.0502,-1.8038,-0.9769,0.1046,0.999054
17992,-1.6327,0.8459,-1.0781,0.0887,0.998915
17994,-1.5683,-1.6718,-1.0908,0.1097,0.995327
18014,0.0803,-0.4660,-1.3780,-0.4215,0.998993
18139,0.6464,-0.8268,-1.5659,-0.3372,0.999222
18140,-1.7704,-0.7546,-1.5491,-0.4202,0.998416
18307,1.1756,1.8885,-0.7895,-0.2169,0.996716
18308,-1.5580,2.0094,-0.7979,-0.2322,0.994006
18309,1.1089,-0.6443,-0.7801,-0.1623,0.999502
18310,-1.5324,-0.6265,-0.8192,-0.2157,0.999091
18413,1.7226,0.7320,-0.6706,0.0590,0.998276
18415,1.8687,-1.7769,-0.7320,0.0740,0.991340
18433,-0.6664,0.6483,-0.6364,0.1247,0.999126
18435,-0.7345,-1.7180,-0.6475,0.0690,0.995882
18518,0.5318,-0.6836,-0.8778,0.1922,0.999779
18538,-1.7044,-0.8737,-1.0050,0.1498,0.999199
18832,2.3987,-0.8516,-1.5444,-0.5491,0.990430
18833,-0.0591,-0.8929,-1.4963,-0.5073,0.998225
19294,0.4322,-0.9590,-1.8165,-0.6939,0.991619
19442,0.6328,0.0111,-1.3090,-0.1169,0.999472
19462,-1.6420,-0.1783,-1.3061,-0.1507,0.998452
25723,1.0942,2.8469,-0.3528,0.7057,0.993124
25743,-1.2559,2.7906,-0.3324,0.7057,0.992968
26163,-0.1612,2.2500,-0.7361,0.2668,0.998803
26267,1.2474,1.9990,-0.6492,0.3670,0.995606
26269,1.2658,-0.3962,-0.6737,0.3943,0.999499
26287,-1.2967,2.0290,-0.6267,0.3967,0.992206
26289,-1.1784,-0.4265,-0.6197,0.4565,0.999393
26374,2.5156,0.2167,-1.0121,0.3979,0.995460
26394,0.1342,0.3831,-0.8779,0.4202,0.999891
26395,-2.3004,0.4647,-0.8333,0.3904,0.998256
26497,0.1364,0.7825,-1.2727,-0.0198,0.999710
26498,-2.2811,0.8430,-1.2505,-0.0141,0.997431
26499,0.2332,-1.8995,-1.3108,-0.0044,0.998775
26500,-2.3536,-1.9662,-1.2690,-0.0826,0.992071
26857,1.7382,1.7966,-0.9239,0.1101,0.996177
26877,-0.8668,1.8578,-0.8833,0.1499,0.998715
26960,0.9762,0.1813,-0.3529,0.6663,0.999872
26962,1.0787,-2.3378,-0.4067,0.5737,0.997363
26980,-1.1779,0.2344,-0.4224,0.6487,0.999830
26982,-1.2612,-2.2600,-0.4862,0.5941,0.995547
27067,0.6497,1.7150,-0.6585,-0.2007,0.996842
27380,2.2898,-0.1867,-0.5784,0.4281,0.998106
27400,-0.1929,-0.2171,-0.6511,0.3240,0.999912
27401,-2.6473,-0.2439,-0.6460,0.3020,0.994885
27402,-0.2187,-2.7874,-0.6632,0.2625,0.995452
27631,0.1032,-1.9445,-0.9236,0.4225,0.999258
27820,2.2422,-0.2191,-1.4362,-0.5019,0.995902
27821,-0.2291,-0.1566,-1.3447,-0.4466,0.998951
27905,2.0631,0.0404,-1.6499,-0.4499,0.996337
27925,-0.3839,0.0876,-1.6124,-0.4202,0.999156
27988,2.1841,-0.2677,-1.4392,-0.2709,0.993213
27989,-0.1420,-0.2185,-1.3098,-0.1763,0.998714
28094,1.7959,-0.8180,-1.0120,0.1056,0.999564
28114,-0.8213,-0.7110,-0.9416,0.1276,0.999803
28304,0.6239,-0.5263,-0.6148,-0.1171,0.999568
28324,-1.7045,-0.5360,-0.7927,-0.1617,0.997978
